14,17
34,36
49,61
120,136
177,182
438,440
1102,1105
1115,1146
1672,1681
1713,1720
3025,3027
4310,4325
6237,6239
6252,6254
6658,6674
6704,6749
7110,7129
7263,7290
7306,7317
8466,8471
8481,8485
8650,8695
8907,8909
8917,8919
9325,9329
9351,9353
9447,9459
10228,10236
10270,10278
10294,10304
10699,10702
11060,11088
12202,12206
12223,12237
12326,12333
12454,12473
12508,12518
13056,13120
13714,13790
13804,13809
13837,13844
14173,14176
14462,14470
16335,16337
16348,16353
16809,16853
17417,17434
17449,17455
17705,17707
18044,18048
18082,18086
19271,19279
19458,19529
19538,19561
19866,19868
20120,20125
20220,20228
22182,22236
22667,22672
22688,22694
22715,22721
22732,22740
22882,22914
23212,23218
23315,23320
23729,23813
23822,23869
23886,23895
24002,24029
24175,24181
24290,24296
25000,25008
25027,25029
