17,29
37,43
784,787
1072,1080
1286,1299
1764,1802
1811,1828
1966,1977
2160,2216
2235,2237
2750,2810
2818,2829
3354,3364
3378,3384
3428,3434
4169,4173
4196,4226
4260,4262
4272,4287
4372,4376
4587,4594
4726,4730
4767,4786
4978,4982
5017,5048
5056,5065
5385,5400
5489,5499
5534,5543
5660,5663
5689,5696
5947,5961
5993,6006
6558,6560
6568,6586
6641,6656
6677,6687
6993,7030
7038,7041
7177,7185
7287,7291
7425,7430
7915,7971
10951,10997
11134,11140
11357,11359
11534,11555
11582,11603
11611,11623
11638,11643
11780,11790
11870,11881
12023,12025
12188,12190
13014,13023
13392,13406
13440,13451
13585,13589
13599,13604
13617,13623
13717,13722
13799,13811
13942,13961
14474,14537
16088,16092
16305,16333
16374,16376
16768,16855
16945,16960
16978,16981
17348,17351
17399,17403
18153,18155
19050,19076
19090,19099
19178,19180
19430,19446
19455,19460
19701,19710
19937,19946
19991,20022
22328,22331
22370,22375
22781,22791
22818,22823
22846,22954
23009,23017
23724,23759
23802,23809
25039,25041
25054,25059
25132,25143
